0.000000000000000000e+00,3.445822514448740659e+00,1.124368592454416005e+00,9.979745446892154259e-01,1.954207999762036074e+00,1.290742576460956803e+00,1.538325425271070079e+00,1.657249841424320858e+00,1.484432357863577634e+00,1.364226325547200469e+00,1.713080709457962314e+00,1.607697409637428354e+00,1.336968668182859865e+00,1.424289918283149214e+00,1.280932574161600668e+00,1.365532571931705741e+00
3.171373128849086509e+00,0.000000000000000000e+00,7.128863846905492130e-01,1.029516081739912936e+00,1.541552096014315199e+00,1.623791522912900298e+00,2.053418102718080451e+00,1.263151248712258035e+00,1.639986227161014387e+00,2.052786580140647299e+00,1.855189435082969851e+00,1.921574448817122027e+00,1.591108378555755820e+00,1.783982863413589248e+00,1.725495539048631288e+00,1.575261665845822723e+00
9.652844875784665213e-01,9.470061887203360396e-01,0.000000000000000000e+00,2.507896580373591977e+00,1.157243364884277259e+00,1.777417090861287408e+00,1.433412821099482315e+00,1.636868763433056095e+00,1.652187197990787171e+00,1.095540547445170043e+00,1.687074954997594300e+00,1.377520995727794517e+00,1.543424255844165094e+00,1.540189804500702309e+00,1.155102543248951230e+00,1.299606203661046733e+00
1.052706524180125891e+00,1.169300071959152643e+00,2.519056432796568323e+00,0.000000000000000000e+00,1.690230644114694369e+00,1.544460282678582708e+00,1.387497102446331843e+00,1.992221741853569483e+00,1.423448058368342206e+00,1.664359374848576545e+00,1.390628405449533700e+00,1.314006148696393206e+00,1.416216229749370781e+00,1.749656872542592057e+00,1.620428373119004117e+00,1.265816209300553608e+00
6.104604640245549163e+00,5.958777132048283853e+00,6.093398559162169548e+00,6.005116246247609979e+00,0.000000000000000000e+00,1.137242917004813769e+01,3.931717662377254285e+00,4.145451859053880028e+00,5.707580925398592520e+00,5.900759929526683045e+00,6.281555041826650587e+00,6.124368440369048372e+00,5.675271976803573537e+00,6.060413531844568880e+00,6.063444359977240516e+00,6.350524570043134531e+00
6.543105954328024332e+00,6.326843337583863303e+00,6.041855228643089326e+00,6.205357752068996646e+00,1.047745485027322765e+01,0.000000000000000000e+00,4.403074584855167117e+00,4.362662737461762141e+00,6.248462053816707495e+00,5.832521331484010751e+00,6.708173394088515096e+00,5.623050314369565150e+00,6.265205956344108706e+00,6.121286245043688012e+00,6.155610889888586179e+00,6.517437784275361246e+00
6.726130662595236842e+00,6.210473356652013166e+00,5.767971951283899834e+00,5.821088587878040954e+00,4.227015225157063405e+00,3.872138891226965640e+00,0.000000000000000000e+00,1.162191040939546660e+01,6.505796726490496340e+00,5.671285163925188222e+00,5.444746588361546458e+00,6.789721174335634934e+00,6.188220344590122934e+00,6.903771980978670619e+00,5.882184804454864135e+00,5.431299824746676386e+00
6.298080579754124386e+00,5.556784747063113983e+00,6.364765164901725392e+00,5.908496386132839895e+00,4.063705705745627839e+00,3.130884333682487863e+00,1.033819930859565517e+01,0.000000000000000000e+00,6.311499192270931147e+00,6.049840351706049724e+00,6.305369777009887322e+00,6.464618083637267532e+00,6.035908310840163438e+00,5.770450251804156494e+00,5.899883281852991601e+00,5.999519893985460151e+00
1.303588281539623139e+01,1.343699776455891914e+01,1.236749830099890701e+01,1.221507610125053134e+01,1.386987833920374236e+01,1.356428150886621431e+01,1.139556941802887913e+01,1.220644723857314951e+01,0.000000000000000000e+00,2.138679996970671482e+01,8.664226137681696471e+00,7.595699654166621073e+00,1.251368045812893470e+01,1.192431854707833772e+01,1.246364619657200556e+01,1.256177200012930228e+01
1.254457218046139566e+01,1.218268054035105585e+01,1.242375569491201226e+01,1.177262352345496765e+01,1.205807686526104483e+01,1.184777112933605991e+01,1.231543358394445598e+01,1.137173042755908980e+01,2.264956538556337051e+01,0.000000000000000000e+00,7.954121927031211570e+00,8.941567545172594222e+00,1.108247475649474900e+01,1.165892691431189654e+01,1.099043259411885209e+01,1.216172006069961142e+01
1.207650598961588173e+01,1.371721040433829231e+01,1.151843255693939305e+01,1.196439055353747349e+01,1.214330600206751853e+01,1.344491873857820075e+01,1.349416628618892666e+01,1.186741071634007127e+01,7.435939382023956767e+00,9.117148020294603583e+00,0.000000000000000000e+00,1.937606375374152279e+01,1.230219525738733921e+01,1.279708193249925507e+01,1.216920774331855348e+01,1.036898466114735307e+01
1.183099738146220758e+01,1.355325411026280769e+01,1.247619264229771119e+01,1.275946446965112102e+01,1.185339017584226795e+01,1.385128590106092084e+01,1.331890495325009915e+01,1.273606702163596260e+01,7.917338706349893229e+00,8.712908644653436951e+00,2.127871422126243317e+01,0.000000000000000000e+00,1.330823540435622654e+01,1.229402248308647394e+01,1.251270099447743434e+01,1.294326712729865214e+01
2.260545464884148714e+01,2.447830703221325876e+01,2.542306734611569752e+01,2.431100445015206191e+01,2.359503280353591137e+01,2.648191657653335795e+01,2.479570746741890375e+01,2.381105531988783852e+01,2.393629477956917739e+01,2.533280861645791759e+01,2.119625175251031024e+01,2.573320162106370290e+01,0.000000000000000000e+00,4.978782054453071737e+01,1.543981198733787075e+01,1.523997682424845301e+01
2.293752151778938853e+01,2.446641428408596752e+01,2.244059216644941657e+01,2.597831669035435453e+01,2.581534585908725532e+01,2.404079431593712712e+01,2.904462841872202361e+01,2.491508885234527426e+01,2.405272583797983543e+01,2.481553940388689838e+01,2.438379662547765747e+01,2.293754442885860811e+01,4.484550673494398154e+01,0.000000000000000000e+00,1.436820866761468984e+01,1.841354575689516793e+01
2.446115464876969270e+01,2.508012769154894883e+01,2.416974415084597894e+01,2.782494317909607062e+01,2.334337639806134490e+01,2.290242664265360872e+01,2.268811535033717419e+01,2.843799280074675195e+01,2.535348627586361658e+01,2.415976107804704753e+01,2.334597759991090982e+01,2.464762563887144609e+01,1.520531226133425839e+01,1.523306831344249801e+01,0.000000000000000000e+00,3.965432344983661750e+01
2.344688666478841910e+01,2.483287623497466612e+01,2.555840487454690191e+01,2.397304695634657179e+01,2.567475034967374370e+01,2.463268185913450026e+01,2.392161249325344841e+01,2.420687571517943582e+01,2.455042894139918985e+01,2.350478646515264458e+01,2.714638393875006273e+01,2.545820552312027019e+01,1.297256990123805132e+01,1.727658079844239936e+01,3.586831662979528090e+01,0.000000000000000000e+00
